装备ID,名字,名字,装备显示图片,子弹路径,子弹名,武器特效路径,武器特效名,装备绑定特效路径,装备绑定特效名,子弹速度,是否能够攻击,音效事件名称,装备位置,最大等级,星级,允许职业,升级路径1,升级路径2,生命值,每等级生命,物理基础攻击下限,物理基础攻击下限每等级,物理基础攻击上限,物理基础攻击上限每等级,魔法基础攻击下限,魔法基础攻击下限每等级,魔法基础攻击上限,魔法基础攻击上限每等级,暴击等级,暴击成长,命中等级,命中成长,速度等级,速度成长,附带技能,售出价格,吞噬获取经验,吞噬获取经验/等级,基础战斗力,战斗力每等级,最大等级,基础分数加成%,加分成长%,装备icon,进阶消耗金币,进阶材料1,进阶材料1数量,进阶材料2,进阶材料2数量,进阶材料3,进阶材料3数量,进阶材料4,进阶材料4数量,进阶材料5,进阶材料5数量,音乐
YC20S2T2,钢质牛角帽02,钢质牛角帽,hat_swordsman_02_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,25,2,1,YC20S2T3_1,YC20S2T3_2,1,1,54,0.085,54,0.085,0,0,0,0,0,0,0,0,15,0.085,ABladeStorm1,25,100,10,75,11,25,25,0.4,icn_hat_swordsman_02_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
YC20S2T3_1,白银牛角帽02_1,白银牛角帽,hat_swordsman_02_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,40,3,1,YC20S2T4_1,0,1,1,72,0.085,72,0.085,0,0,0,0,0,0,0,0,20,0.085,ABladeStorm1,25,100,10,100,15,40,40,0.0,icn_hat_swordsman_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC20S2T4_1,白银牛角帽02_1+1,白银牛角帽,hat_swordsman_02_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,45,3,1,YC20S2T5_1,0,1,1,79,0.085,79,0.085,0,0,0,0,0,0,0,0,22,0.085,ABladeStorm2,25,100,10,110,17,45,40,0.0,icn_hat_swordsman_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC20S2T5_1,白银牛角帽02_1+2,白银牛角帽,hat_swordsman_02_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,50,3,1,YC20S2T6_1,0,1,1,86,0.085,86,0.085,0,0,0,0,0,0,0,0,24,0.085,ABladeStorm3,25,100,10,120,18,50,40,0.6,icn_hat_swordsman_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC20S2T6_1,黄金牛角帽02_1,黄金牛角帽,hat_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,65,4,1,YC20S2T7_1,0,1,1,108,0.085,108,0.085,0,0,0,0,0,0,0,0,30,0.085,ABladeStorm1,25,100,10,150,23,65,80,0.0,icn_hat_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S2T7_1,黄金牛角帽02_1+1,黄金牛角帽,hat_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,70,4,1,YC20S2T8_1,0,1,1,115,0.085,115,0.085,0,0,0,0,0,0,0,0,32,0.085,ABladeStorm2,25,100,10,160,24,70,80,0.0,icn_hat_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S2T8_1,黄金牛角帽02_1+2,黄金牛角帽,hat_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,75,4,1,YC20S2T9_1,0,1,1,122,0.085,122,0.085,0,0,0,0,0,0,0,0,34,0.085,ABladeStorm3,25,100,10,170,26,75,80,0.0,icn_hat_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S2T9_1,黄金牛角帽02_1+3,黄金牛角帽,hat_swordsman_02_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,80,4,1,,,1,1,130,0.085,130,0.085,0,0,0,0,0,0,0,0,36,0.085,ABladeStorm4,25,100,10,180,27,80,80,0.2,icn_hat_swordsman_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S2T10_1,橙色牛角帽02_1,橙色牛角帽1,hat_swordsman_02_05_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,95,5,1,0,0,1,1,162,0.085,162,0.085,0,0,0,0,0,0,0,0,45,0.085,ABladeStorm5,25,100,10,225,34,95,100,0.0,icn_hat_swordsman_02_05_01.png,20000,0,,0,,0,,0,,0,,
YC20S2T10_2,橙色牛角帽02_2,橙色牛角帽2,hat_swordsman_02_05_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,100,5,1,0,0,1,1,173,0.085,173,0.085,0,0,0,0,0,0,0,0,48,0.085,ABladeStorm5,25,100,10,240,36,100,100,0.0,icn_hat_swordsman_02_05_02.png,20000,0,,0,,0,,0,,0,,
YC20S2T3_2,黑曜牛角帽02_2,黑曜牛角帽,hat_swordsman_02_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,40,3,1,YC20S2T4_2,0,1,1,72,0.085,72,0.085,0,0,0,0,0,0,0,0,20,0.085,APiercingHowl1,25,100,10,100,15,40,40,0.0,icn_hat_swordsman_02_03_02.png,5000,ma020301,1,ma020308,1,0,,0,,0,,
YC20S2T4_2,黑曜牛角帽02_2+1,黑曜牛角帽,hat_swordsman_02_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,45,3,1,YC20S2T5_2,0,1,1,79,0.085,79,0.085,0,0,0,0,0,0,0,0,22,0.085,APiercingHowl1,25,100,10,110,17,45,40,0.0,icn_hat_swordsman_02_03_02.png,5000,0,,0,,0,,0,,0,,
YC20S2T5_2,黑曜牛角帽02_2+2,黑曜牛角帽,hat_swordsman_02_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,50,3,1,YC20S2T6_2,0,1,1,86,0.085,86,0.085,0,0,0,0,0,0,0,0,24,0.085,APiercingHowl1,25,100,10,120,18,50,40,0.6,icn_hat_swordsman_02_03_02.png,5000,0,,0,,0,,0,,0,,
YC20S2T6_2,黑金牛角帽02_2,黑金牛角帽,hat_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,65,4,1,YC20S2T7_2,0,1,1,108,0.085,108,0.085,0,0,0,0,0,0,0,0,30,0.085,APiercingHowl4,25,100,10,150,23,65,80,0.0,icn_hat_swordsman_02_04_02.png,10000,ma020401,1,ma020409,1,0,,0,,0,,
YC20S2T7_2,黑金牛角帽02_2+1,黑金牛角帽,hat_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,70,4,1,YC20S2T8_2,0,1,1,115,0.085,115,0.085,0,0,0,0,0,0,0,0,32,0.085,APiercingHowl4,25,100,10,160,24,70,80,0.0,icn_hat_swordsman_02_04_02.png,10000,0,,0,,0,,0,,0,,
YC20S2T8_2,黑金牛角帽02_2+2,黑金牛角帽,hat_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,75,4,1,YC20S2T9_2,0,1,1,122,0.085,122,0.085,0,0,0,0,0,0,0,0,34,0.085,APiercingHowl4,25,100,10,170,26,75,80,0.0,icn_hat_swordsman_02_04_02.png,10000,0,,0,,0,,0,,0,,
YC20S2T9_2,黑金牛角帽02_2+3,黑金牛角帽,hat_swordsman_02_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,80,4,1,,,1,1,130,0.085,130,0.085,0,0,0,0,0,0,0,0,36,0.085,APiercingHowl4,25,100,10,180,27,80,80,0.2,icn_hat_swordsman_02_04_02.png,10000,0,,0,,0,,0,,0,,
YC20S2T10_3,橙色牛角帽02_3,橙色牛角帽3,hat_swordsman_02_05_03.png,0,0,0,0,0,0,0,0,onSoundCB,3,95,5,1,0,0,1,1,162,0.085,162,0.085,0,0,0,0,0,0,0,0,45,0.085,APiercingHowl4,25,100,10,225,34,95,100,0.0,icn_hat_swordsman_02_05_03.png,20000,0,,0,,0,,0,,0,,
YC20S2T10_4,橙色牛角帽02_4,橙色牛角帽4,hat_swordsman_02_05_04.png,0,0,0,0,0,0,0,0,onSoundCB,3,100,5,1,0,0,1,1,173,0.085,173,0.085,0,0,0,0,0,0,0,0,48,0.085,APiercingHowl4,25,100,10,240,36,100,100,0.0,icn_hat_swordsman_02_05_04.png,20000,0,,0,,0,,0,,0,,
YC20S3T1,地头头盔03,地头头盔,hat_swordsman_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,10,1,1,YC20S3T2,0,1,1,32,0.085,40,0.085,0,0,0,0,0,0,0,0,10,0.085,AOniSlash1,25,100,10,50,8,10,1,1.0,icn_hat_swordsman_03_01.png,0,0,,0,,0,,0,,0,,
YC20S3T2,奉行头盔03,奉行头盔,hat_swordsman_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,25,2,1,YC20S3T3_1,YC20S3T3_2,1,1,49,0.085,59,0.085,0,0,0,0,0,0,0,0,15,0.085,AOniSlash1,25,100,10,75,11,25,25,0.4,icn_hat_swordsman_03_02.png,2000,ma010204,1,ma010203,1,,,,,0,,
YC20S3T3_1,赤母衣头盔03_1,赤母衣头盔,hat_swordsman_03_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,40,3,1,YC20S3T4_1,0,1,1,65,0.085,79,0.085,0,0,0,0,0,0,0,0,20,0.085,AOniSlash1,25,100,10,100,15,40,40,0.0,icn_hat_swordsman_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC20S3T4_1,赤母衣头盔03_1+1,赤母衣头盔,hat_swordsman_03_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,45,3,1,YC20S3T5_1,0,1,1,71,0.085,87,0.085,0,0,0,0,0,0,0,0,22,0.085,AOniSlash2,25,100,10,110,17,45,40,0.0,icn_hat_swordsman_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC20S3T5_1,赤母衣头盔03_1+2,赤母衣头盔,hat_swordsman_03_03_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,50,3,1,YC20S3T6_1,0,1,1,78,0.085,95,0.085,0,0,0,0,0,0,0,0,24,0.085,AOniSlash3,25,100,10,120,18,50,40,0.6,icn_hat_swordsman_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,
YC20S3T6_1,赤鬼头盔03_1,赤鬼头盔,hat_swordsman_03_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,65,4,1,YC20S3T7_1,0,1,1,97,0.085,119,0.085,0,0,0,0,0,0,0,0,30,0.085,AOniSlash1,25,100,10,150,23,65,80,0.0,icn_hat_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S3T7_1,赤鬼头盔03_1+1,赤鬼头盔,hat_swordsman_03_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,70,4,1,YC20S3T8_1,0,1,1,104,0.085,127,0.085,0,0,0,0,0,0,0,0,32,0.085,AOniSlash2,25,100,10,160,24,70,80,0.0,icn_hat_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S3T8_1,赤鬼头盔03_1+2,赤鬼头盔,hat_swordsman_03_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,75,4,1,YC20S3T9_1,0,1,1,110,0.085,135,0.085,0,0,0,0,0,0,0,0,34,0.085,AOniSlash3,25,100,10,170,26,75,80,0.0,icn_hat_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S3T9_1,赤鬼头盔03_1+3,赤鬼头盔,hat_swordsman_03_04_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,80,4,1,,,1,1,117,0.085,143,0.085,0,0,0,0,0,0,0,0,36,0.085,AOniSlash4,25,100,10,180,27,80,80,0.2,icn_hat_swordsman_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,
YC20S3T10_1,橙色头盔03_1,橙色头盔1,hat_swordsman_03_05_01.png,0,0,0,0,0,0,0,0,onSoundCB,3,95,5,1,0,0,1,1,146,0.085,178,0.085,0,0,0,0,0,0,0,0,45,0.085,AOniSlash5,25,100,10,225,34,95,100,0.0,icn_hat_swordsman_03_05_01.png,20000,0,,0,,0,,0,,0,,
YC20S3T10_2,橙色头盔03_2,橙色头盔2,hat_swordsman_03_05_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,100,5,1,0,0,1,1,156,0.085,190,0.085,0,0,0,0,0,0,0,0,48,0.085,AOniSlash6,25,100,10,240,36,100,100,0.0,icn_hat_swordsman_03_05_02.png,20000,0,,0,,0,,0,,0,,
YC20S3T3_2,黑母衣头盔03_2,黑母衣头盔,hat_swordsman_03_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,40,3,1,YC20S3T4_2,0,1,1,65,0.085,79,0.085,0,0,0,0,0,0,0,0,20,0.085,ABladeStorm1,25,100,10,100,15,40,40,0.0,icn_hat_swordsman_03_03_02.png,5000,ma030301,1,ma030308,1,0,,0,,0,,
YC20S3T4_2,黑母衣头盔03_2+1,黑母衣头盔,hat_swordsman_03_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,45,3,1,YC20S3T5_2,0,1,1,71,0.085,87,0.085,0,0,0,0,0,0,0,0,22,0.085,ABladeStorm2,25,100,10,110,17,45,40,0.0,icn_hat_swordsman_03_03_02.png,5000,0,,0,,0,,0,,0,,
YC20S3T5_2,黑母衣头盔03_2+2,黑母衣头盔,hat_swordsman_03_03_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,50,3,1,YC20S3T6_2,0,1,1,78,0.085,95,0.085,0,0,0,0,0,0,0,0,24,0.085,ABladeStorm3,25,100,10,120,18,50,40,0.6,icn_hat_swordsman_03_03_02.png,5000,0,,0,,0,,0,,0,,
YC20S3T6_2,炎鬼头盔03_2,炎鬼头盔,hat_swordsman_03_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,65,4,1,YC20S3T7_2,0,1,1,97,0.085,119,0.085,0,0,0,0,0,0,0,0,30,0.085,ABladeStorm1,25,100,10,150,23,65,80,0.0,icn_hat_swordsman_03_04_02.png,10000,ma030401,1,ma030409,1,0,,0,,0,,
YC20S3T7_2,炎鬼头盔03_2+1,炎鬼头盔,hat_swordsman_03_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,70,4,1,YC20S3T8_2,0,1,1,104,0.085,127,0.085,0,0,0,0,0,0,0,0,32,0.085,ABladeStorm2,25,100,10,160,24,70,80,0.0,icn_hat_swordsman_03_04_02.png,10000,0,,0,,0,,0,,0,,
YC20S3T8_2,炎鬼头盔03_2+2,炎鬼头盔,hat_swordsman_03_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,75,4,1,YC20S3T9_2,0,1,1,110,0.085,135,0.085,0,0,0,0,0,0,0,0,34,0.085,ABladeStorm3,25,100,10,170,26,75,80,0.0,icn_hat_swordsman_03_04_02.png,10000,0,,0,,0,,0,,0,,
YC20S3T9_2,炎鬼头盔03_2+3,炎鬼头盔,hat_swordsman_03_04_02.png,0,0,0,0,0,0,0,0,onSoundCB,3,80,4,1,,,1,1,117,0.085,143,0.085,0,0,0,0,0,0,0,0,36,0.085,ABladeStorm4,25,100,10,180,27,80,80,0.2,icn_hat_swordsman_03_04_02.png,10000,0,,0,,0,,0,,0,,
YC20S3T10_2,橙色头盔03_3,橙色头盔3,hat_swordsman_03_05_03.png,0,0,0,0,0,0,0,0,onSoundCB,3,95,5,1,0,0,1,1,146,0.085,178,0.085,0,0,0,0,0,0,0,0,45,0.085,ABladeStorm5,25,100,10,225,34,95,100,0.0,icn_hat_swordsman_03_05_03.png,20000,0,,0,,0,,0,,0,,
YC20S3T10_2,橙色头盔03_4,橙色头盔4,hat_swordsman_03_05_04.png,0,0,0,0,0,0,0,0,onSoundCB,3,100,5,1,0,0,1,1,156,0.085,190,0.085,0,0,0,0,0,0,0,0,48,0.085,ABladeStorm5,25,100,10,240,36,100,100,0.0,icn_hat_swordsman_03_05_04.png,20000,0,,0,,0,,0,,0,,
NG00S1T1,烈焰法杖01,烈焰法杖,wpn_mage_01_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,10,1,5,NG00S1T2,0,1,1,0,0,0,0,154,0.085,170,0.085,0,0,0,50,0.085,0,mage_basicattack0101,25,100,10,50,8,10,1,1.0,icn_wpn_mage_01_01.png,0,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T2,真红法杖01,真红法杖,wpn_mage_01_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,25,2,5,NG00S1T3_1,NG00S1T3_2,1,1,0,0,0,0,231,0.085,255,0.085,0,0,0,75,0.085,0,mage_basicattack0101,25,100,10,75,11,25,25,0.4,icn_wpn_mage_01_02.png,2000,ma010204,1,ma010203,1,,,,,0,,mage_basicattack01.mp3
NG00S1T3_1,紫炎法杖01_1,紫炎法杖,wpn_mage_01_03_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,40,3,5,NG00S1T4_1,0,1,1,0,0,0,0,308,0.085,340,0.085,0,0,0,100,0.085,0,mage_basicattack0103_1,25,100,10,100,15,40,40,0.0,icn_wpn_mage_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,mage_basicattack01.mp3
NG00S1T4_1,紫炎法杖01_1+1,紫炎法杖,wpn_mage_01_03_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,45,3,5,NG00S1T5_1,0,1,1,0,0,0,0,339,0.085,374,0.085,0,0,0,110,0.085,0,mage_basicattack0103_1,25,100,10,110,17,45,40,0.0,icn_wpn_mage_01_04_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,mage_basicattack01.mp3
NG00S1T5_1,紫炎法杖01_1+2,紫炎法杖,wpn_mage_01_03_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,50,3,5,NG00S1T6_1,0,1,1,0,0,0,0,369,0.085,408,0.085,0,0,0,120,0.085,0,mage_basicattack0103_1,25,100,10,120,18,50,40,0.6,icn_wpn_mage_01_03_02.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,mage_basicattack01.mp3
NG00S1T6_1,黑焰法杖01_1,黑焰法杖,wpn_mage_01_04_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,65,4,5,NG00S1T7_1,0,1,1,0,0,0,0,462,0.085,510,0.085,0,0,0,150,0.085,0,mage_basicattack0103_1,25,100,10,150,23,65,80,0.0,icn_wpn_mage_01_04_02.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,mage_basicattack01.mp3
NG00S1T7_1,黑焰法杖01_1+1,黑焰法杖,wpn_mage_01_04_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,70,4,5,NG00S1T8_1,0,1,1,0,0,0,0,492,0.085,544,0.085,0,0,0,160,0.085,0,mage_basicattack0103_1,25,100,10,160,24,70,80,0.0,icn_wpn_mage_02_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,mage_basicattack01.mp3
NG00S1T8_1,黑焰法杖01_1+2,黑焰法杖,wpn_mage_01_04_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,75,4,5,NG00S1T9_1,0,1,1,0,0,0,0,523,0.085,578,0.085,0,0,0,170,0.085,0,mage_basicattack0103_1,25,100,10,170,26,75,80,0.0,icn_wpn_mage_02_02.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,mage_basicattack01.mp3
NG00S1T9_1,黑焰法杖01_1+3,黑焰法杖,wpn_mage_01_04_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,80,4,5,,,1,1,0,0,0,0,554,0.085,612,0.085,0,0,0,180,0.085,0,mage_basicattack0103_1,25,100,10,180,27,80,80,0.2,icn_wpn_mage_02_03_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,mage_basicattack01.mp3
NG00S1T10_1,橙色法杖01_1,橙色法杖1,wpn_mage_01_05_01.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,95,5,5,0,0,1,1,0,0,0,0,693,0.085,765,0.085,0,0,0,225,0.085,0,mage_basicattack0105_1,25,100,10,225,34,95,100,0.0,icn_wpn_mage_02_04_01.png,20000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T10_2,橙色法杖01_2,橙色法杖2,wpn_mage_01_05_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,100,5,5,0,0,1,1,0,0,0,0,739,0.085,816,0.085,0,0,0,240,0.085,0,mage_basicattack0105_2,25,100,10,240,36,100,100,0.0,icn_wpn_mage_02_03_02.png,20000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T3_2,毒爆法杖01_2,毒爆法杖,wpn_mage_02_03_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,40,3,5,NG00S1T4_2,0,1,1,0,0,0,0,308,0.085,340,0.085,0,0,0,100,0.085,0,mage_basicattack0103_2,25,100,10,100,15,40,40,0.0,icn_wpn_mage_02_04_02.png,5000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T4_2,毒爆法杖01_2+1,毒爆法杖,wpn_mage_02_03_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,45,3,5,NG00S1T5_2,0,1,1,0,0,0,0,339,0.085,374,0.085,0,0,0,110,0.085,0,mage_basicattack0103_2,25,100,10,110,17,45,40,0.0,icn_wpn_mage_03_01.png,5000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T5_2,毒爆法杖01_2+2,毒爆法杖,wpn_mage_02_03_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,50,3,5,NG00S1T6_2,0,1,1,0,0,0,0,369,0.085,408,0.085,0,0,0,120,0.085,0,mage_basicattack0103_2,25,100,10,120,18,50,40,0.6,icn_wpn_mage_03_02.png,5000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T6_2,毒龙法杖01_2,毒龙法杖,wpn_mage_02_04_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,65,4,5,NG00S1T7_2,0,1,1,0,0,0,0,462,0.085,510,0.085,0,0,0,150,0.085,0,mage_basicattack0103_2,25,100,10,150,23,65,80,0.0,icn_wpn_mage_03_03_01.png,10000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T7_2,毒龙法杖01_2+1,毒龙法杖,wpn_mage_02_04_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,70,4,5,NG00S1T8_2,0,1,1,0,0,0,0,492,0.085,544,0.085,0,0,0,160,0.085,0,mage_basicattack0103_2,25,100,10,160,24,70,80,0.0,icn_wpn_mage_03_04_01.png,10000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T8_2,毒龙法杖01_2+2,毒龙法杖,wpn_mage_02_04_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,75,4,5,NG00S1T9_2,0,1,1,0,0,0,0,523,0.085,578,0.085,0,0,0,170,0.085,0,mage_basicattack0103_2,25,100,10,170,26,75,80,0.0,icn_wpn_mage_03_03_02.png,10000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T9_2,毒龙法杖01_2+3,毒龙法杖,wpn_mage_02_04_02.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,80,4,5,,,1,1,0,0,0,0,554,0.085,612,0.085,0,0,0,180,0.085,0,mage_basicattack0103_2,25,100,10,180,27,80,80,0.2,icn_wpn_mage_03_04_02.png,10000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T10_3,橙色法杖01_3,橙色法杖3,wpn_mage_02_05_03.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,95,5,5,0,0,1,1,0,0,0,0,693,0.085,765,0.085,0,0,0,225,0.085,0,mage_basicattack0105_3,25,100,10,225,34,95,100,0.0,icn_wpn_mage_01_01.png,20000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S1T10_4,橙色法杖01_4,橙色法杖4,wpn_mage_02_05_04.png,Eff/Tower/mage/eff_mage_BasicAttack,eff_mage_BasicAttack,0,0,0,0,0.25,1,onSoundCB,1,100,5,5,0,0,1,1,0,0,0,0,739,0.085,816,0.085,0,0,0,240,0.085,0,mage_basicattack0105_4,25,100,10,240,36,100,100,0.0,icn_wpn_mage_01_02.png,20000,0,,0,,0,,0,,0,,mage_basicattack01.mp3
NG00S2T1,见习扫把02,见习扫把,wpn_mage_02_01.png,Eff/Tower/mage/eff_mage_BasicAttack2,eff_mage_BasicAttack2,0,0,0,0,0.23,1,onSoundCB,1,10,1,5,NG00S2T2,0,1,1,0,0,0,0,207,0.085,229,0.085,0,0,0,55,0.085,0,mage_basicattack0201,25,100,10,50,8,10,1,1.0,icn_wpn_mage_01_03_01.png,0,0,,0,,0,,0,,0,,mage_basicattack02.mp3
NG00S2T2,女巫扫把02,女巫扫把,wpn_mage_02_02.png,Eff/Tower/mage/eff_mage_BasicAttack2,eff_mage_BasicAttack2,0,0,0,0,0.23,1,onSoundCB,1,25,2,5,NG00S2T3_1,NG00S2T3_2,1,1,0,0,0,0,310,0.085,343,0.085,0,0,0,83,0.085,0,mage_basicattack0201,25,100,10,75,11,25,25,0.4,icn_wpn_mage_01_04_01.png,2000,ma010204,1,ma010203,1,,,,,0,,mage_basicattack02.mp3
NG00S2T3_1,契约扫把02_1,契约扫把,wpn_mage_02_03_01.png,Eff/Tower/mage/eff_mage_BasicAttack2,eff_mage_BasicAttack2,0,0,0,0,0.23,1,onSoundCB,1,40,3,5,NG00S2T4_1,0,1,1,0,0,0,0,414,0.085,457,0.085,0,0,0,110,0.085,0,mage_basicattack0203_1,25,100,10,100,15,40,40,0.0,icn_wpn_mage_01_03_02.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,mage_basicattack02.mp3
